Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year,Item Weight,Item Visibility,Item MRP,Item Outlet Sales
FDV23,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.185306514,125.6046,622.523
FDA07,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,7.55,0.051794958,122.6072,122.5072
FDX22,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.04022593,210.9928,210.3928
NCO30,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.027532258,185.0608,551.2824
DRG27,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.184035253,42.2138,40.6138
FDX31,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,20.35,0.024815024,234.0958,467.3916
DRH15,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.19244045,43.9428,131.8284
FDO37,Low Fat,Breakfast,OUT010,-,Tier 3,Grocery Store,1998,8.06,0.035780177,230.2326,693.0978
FDY56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,16.35,0.104463896,227.1062,225.7062
DRJ01,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,6.135,0.192540665,160.2236,322.2472
FDM51,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,11.8,0,102.4674,203.7348
FDJ07,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998,7.26,0.02414202,117.415,466.06
FDI15,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.24749009,263.1884,529.9768
FDX50,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,20.1,0.124910635,109.6228,110.5228
FDS44,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.27321283,240.9538,480.7076
FDL36,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.133198355,91.083,89.883
FDS10,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,19.2,0.058893461,178.9318,180.4318
FDO40,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,17.1,0.054612768,150.2392,596.5568
FDS21,reg,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,19.85,0.034942397,61.9194,123.8388
NCJ06,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.060672263,119.8782,238.3564
FDN21,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.134564284,159.8236,322.2472
FDO15,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.014998914,72.4038,221.7114
DRG11,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998,6.385,0.14032811,109.1596,107.8596
FDG35,Regular,Starchy Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.012327847,173.8738,347.5476
FDT03,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998,21.25,0.016735879,185.2608,183.7608
NCO55,Low Fat,Others,OUT010,-,Tier 3,Grocery Store,1998,12.8,0.152377658,108.1938,428.7752
NCV42,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,6.26,0.052593952,111.0228,221.0456
FDU38,LF,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.144534212,190.6504,575.2512
FDA19,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0,126.6994,256.9988
FDZ44,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,8.185,0.064824502,116.0808,234.3616
DRA24,Regular,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,19.35,0.066831682,163.8868,327.5736
FDY02,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.153456703,264.091,262.991
FDG04,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.010615026,185.1898,374.1796
FDT12,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,6.215,0.083056555,224.4062,225.7062
FDK51,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,19.85,0.008762556,266.6884,264.9884
FDC47,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.208162156,228.1694,228.3694
FDN03,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.026420581,250.9408,1001.3632
FDC60,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.2004264,88.8514,265.6542
FDV24,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,5.635,0.172856719,148.205,449.415
FDL36,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,15.1,0.127334766,88.283,89.883
FDU33,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,7.63,0.225476528,45.1402,45.9402
FDL13,Regular,Breakfast,OUT010,-,Tier 3,Grocery Store,1998,13.85,0.094265737,233.93,233.03
FDB28,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,6.615,0.156307983,196.3426,790.9704
FDC41,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,15.6,0.195688803,77.367,153.134
FDN39,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,19.35,0.109667698,166.0816,671.1264
FDR07,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,21.35,0.130127365,96.2094,190.4188
FDR15,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.058545606,155.8314,310.2628
FDS40,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,15.35,0.02346559,35.219,36.619
NCZ17,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,12.15,0.132952286,37.6506,37.9506
FDK46,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,9.6,0.086145867,258.362,259.662
FDT15,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,12.15,0.071440118,182.295,549.285
FDD38,reg,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.014342659,103.7674,203.7348
DRI01,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,7.97,0.057667173,172.1422,517.3266
FDC14,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998,14.5,0.06904249,41.4454,41.9454
FDB49,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.052791124,98.5384,591.2304
FDY21,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,15.1,0,197.211,196.411
FDR08,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.065872936,113.1886,111.1886
FDW44,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,9.5,0.058835928,170.2448,170.4448
FDY39,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,5.305,0.07871639,183.5608,551.2824
FDZ07,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,15.1,0.157154813,62.2194,185.7582
NCX05,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,15.2,0.162462044,117.6492,347.5476
FDK40,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,7.035,0,263.291,525.982
FDN49,Regular,Breakfast,OUT010,-,Tier 3,Grocery Store,1998,17.25,0.209600084,40.348,39.948
NCJ30,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,5.82,0.134975628,170.579,509.337
NCN29,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,15.2,0.020280476,49.1034,194.4136
FDZ02,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,6.905,0.063850971,97.2726,195.7452
FDP40,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.060154968,110.1544,111.8544
FDG32,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.308145448,222.0772,889.5088
FDP46,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.13064231,88.383,89.883
FDC20,low fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.041970938,55.4272,111.8544
FDG38,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998,8.975,0.088257771,84.1224,170.4448
FDS04,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,10.195,0.245483691,141.8838,280.9676
FDS19,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,13.8,0.107469819,77.8012,227.7036
DRD37,LF,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,9.8,0.02316823,47.506,186.424
FDO13,Low Fat,Breakfast,OUT019,Small,Tier 1,Grocery Store,1985,0,0.106907604,162.8526,493.3578
NCD31,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,12.1,0.025834128,165.1526,164.4526
NCQ30,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.050901814,120.5414,365.5242
FDR09,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,18.25,0.130095044,257.2962,517.9924
FDV20,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,20.2,0.100095288,125.2678,127.1678
FDH21,LF,Seafood,OUT010,-,Tier 3,Grocery Store,1998,10.395,0.05226427,158.4604,158.4604
NCD43,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,8.85,0.026814124,103.7964,210.3928
FDY34,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.019227816,163.9842,331.5684
FDE16,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,8.895,0.044093978,208.3954,1041.977
FDZ16,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,16.85,0.267565911,194.1478,1162.4868
FDS13,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.21799414,266.5884,1324.942
FDO10,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0,58.7588,400.8116
FDA50,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.152632413,98.441,96.541
FDQ40,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.063079544,175.7712,351.5424
FDB17,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.064208126,180.1976,181.0976
NCL31,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store,1985,0,0.210596485,144.747,143.147
FDB05,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.145669556,247.2776,743.0328
FDX04,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.07278643,49.4376,191.7504
FDW48,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0,81.8618,161.1236
FDY48,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.041556697,104.4332,307.5996
FDU12,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,15.5,0.126791761,262.1568,527.3136
FDW47,Low Fat,Breads,OUT010,-,Tier 3,Grocery Store,1998,15,0.077622622,121.8414,243.6828
FDH56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,9.8,0.106816919,114.2492,463.3968
NCH43,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.123557061,216.6192,215.7192
FDB14,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0,92.312,372.848
FDQ51,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,16,0.029377239,46.1718,94.5436
FDR46,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,16.85,0.233356571,146.576,439.428
NCN29,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.021214364,48.2034,97.2068
NCF42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.293066133,177.0712,351.5424
FDO03,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.064577332,230.5352,687.1056
NCO41,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,12.5,0.031549131,99.0384,197.0768
FDD53,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.077427883,41.8454,41.9454
NCS29,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.121765124,264.1884,264.9884
FDL52,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.080697998,39.8506,37.9506
DRE15,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.031139933,74.8012,303.6048
FDP21,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.045068892,190.8872,945.436
NCH55,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,16.35,0.058034349,124.802,253.004
FDA43,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,10.895,0.108253944,194.8794,585.2382
FDP19,LF,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,11.5,0.290430317,130.6652,258.3304
NCW42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.102371638,221.2456,663.1368
DRG49,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,7.81,0.112906337,243.5486,488.6972
FDY35,Regular,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.028062401,44.0402,91.8804
FDC09,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,15.5,0.044024163,102.0332,102.5332
FDT56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,16,0.193477995,55.9246,405.4722
DRF49,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.124448295,112.0518,113.8518
FDA15,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,9.3,0.026818196,248.9092,498.0184
FDR01,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.093883945,200.4742,398.1484
FDB32,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,20.6,0.039255412,94.4778,93.8778
FDZ28,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,20,0.086187886,125.4678,127.1678
FDK28,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,5.695,0.109784056,256.0646,1288.323
FDO11,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998,8,0.050657232,249.9092,249.0092
NCZ53,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,9.6,0.040969757,188.7214,376.8428
DRE03,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,19.6,0.040550868,45.5718,47.2718
FDZ09,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,17.6,0.175545889,163.6868,163.7868
NCD43,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.028048877,106.1964,210.3928
FDK04,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,7.36,0.087559621,55.2588,229.0352
FDQ15,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,20.35,0.252865979,82.7276,162.4552
FDN01,Low Fat,Breakfast,OUT019,Small,Tier 1,Grocery Store,1985,0,0.126760908,176.937,352.874
FDD53,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,16.2,0.074019393,41.7454,83.8908
NCR30,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.124299531,73.4696,298.2784
FDD39,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.122832172,217.685,432.77
FDR48,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,11.65,0.220111117,153.0024,455.4072
NCI29,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,8.6,0.054601779,141.1154,425.4462
FDQ60,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.191500528,121.2098,120.5098
NCF42,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,17.35,0.280164929,177.5712,527.3136
FDD02,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,16.6,0.084176826,118.0124,592.562
NCA30,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,19,0.216478153,190.1872,567.2616
NCJ19,Low Fat,Others,OUT010,-,Tier 3,Grocery Store,1998,18.6,0.19780911,55.6588,114.5176
FDY03,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,17.6,0.127412338,111.3202,337.5606
NCN06,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,8.39,0.20168772,162.8868,327.5736
FDY13,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.052749199,74.967,229.701
DRF36,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,16.1,0.039463564,189.9846,191.0846
FDE09,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,8.775,0.036159635,110.7228,331.5684
FDA26,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.129425145,219.3482,219.0482
FDY33,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.170186628,159.0262,159.1262
FDN25,Regular,Breakfast,OUT019,Small,Tier 1,Grocery Store,1985,0,0.107110465,55.5588,229.0352
FDS21,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.036551446,62.7194,123.8388
FDR14,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.304737387,54.7298,107.8596
FDJ36,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,14.5,0.214681063,102.7332,205.0664
NCL53,LF,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,7.5,0.060649825,177.4028,354.2056
FDK09,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,15.2,0.153592956,228.0352,458.0704
FDH40,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,11.6,0.132111921,82.2276,243.6828
NCI06,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.083547515,179.166,359.532
NCO14,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,9.6,0.049617765,44.2086,44.6086
FDY02,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,8.945,0.146701312,262.291,1314.955
FDX58,LF,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,13.15,0.073251428,181.695,549.285
FDV45,low fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.078872251,189.5556,1126.5336
FDH60,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.141360118,197.311,392.822
FDR02,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,16.7,0.036933417,109.1886,222.3772
FDO24,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,11.1,0.294948897,159.0604,792.302
NCH07,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.162248011,160.4604,316.9208
DRI11,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998,8.26,0.057585723,113.7834,115.1834
FDX37,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,16.2,0.105498192,101.47,399.48
FDS52,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.009585169,102.5016,101.2016
NCI31,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store,1985,0,0.142393355,36.419,109.857
FDV16,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.145200948,35.4558,135.8232
FDF32,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,16.35,0.113953562,198.2426,790.9704
FDN24,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.198316649,54.3956,272.978
FDC26,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,10.195,0.211539389,110.9886,111.1886
FDQ04,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,6.4,0.141860161,41.0796,41.2796
FDQ39,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998,14.8,0.13564792,190.8846,191.0846
FDU27,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,18.6,0.28701714,48.8376,47.9376
FDR52,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.133144259,190.8846,191.0846
FDU12,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.132630345,263.8568,790.9704
FDZ07,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.164391573,62.8194,61.9194
FDA55,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.099780431,225.2088,447.4176
FDS48,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.048637888,149.7708,150.4708
FDE51,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.168901843,43.4086,44.6086
FDP15,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998,15.2,0,256.033,1281.665
FDH47,Regular,Starchy Foods,OUT010,-,Tier 3,Grocery Store,1998,13.5,0.21561193,98.6068,97.2068
FDK26,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.056338482,184.624,1304.968
FDJ58,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.184359831,172.6764,858.882
FDO36,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.136417078,179.766,179.766
NCH18,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,9.3,0.074753743,246.4802,982.7208
NCV29,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,11.8,0.038235337,177.5686,711.0744
NCQ43,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store,1985,0,0.194874778,110.2912,218.3824
NCS53,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.157190017,156.8604,316.9208
FDG31,Low Fat,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.066351687,65.0826,193.7478
FDO28,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.126585095,122.4098,120.5098
FDZ33,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,10.195,0,147.2076,739.038
FDB17,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,13.15,0.061381589,179.9976,181.0976
FDR07,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.136119549,94.1094,190.4188
FDS59,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998,14.8,0.073468631,110.857,329.571
NCL06,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,14.65,0.120624771,261.7594,523.3188
FDR37,Regular,Breakfast,OUT010,-,Tier 3,Grocery Store,1998,16.5,0.110888167,181.6292,1094.5752
NCV53,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,8.27,0.031490111,239.088,719.064
FDN03,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,9.8,0.025257508,248.5408,751.0224
NCH54,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,13.5,0.12163321,161.692,159.792
FDZ10,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.077849833,127.202,506.008
FDQ32,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.081605462,122.3388,371.5164
FDS57,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.181114059,141.647,429.441
FDM09,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,11.15,0.143831787,169.979,169.779
NCQ38,LF,Others,OUT019,Small,Tier 1,Grocery Store,1985,0,0.023402893,108.228,213.056
DRK11,Low Fat,Hard Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.018847114,148.0392,447.4176
FDE09,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.037824735,109.7228,331.5684
FDM22,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.073462632,52.364,53.264
FDE02,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.212293753,92.2778,469.389
NCQ17,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,10.3,0.195721125,156.463,312.926
FDW26,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.187443314,220.4772,444.7544
FDA13,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.137539574,38.8506,37.9506
NCX42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.010467749,162.9526,822.263
FDI56,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,7.325,0.156307983,92.2146,91.2146
FDQ08,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.033144603,62.7536,61.2536
FDP11,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.120986139,216.1166,435.4332
FDH41,LF,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.143591586,213.5534,430.1068
FDU45,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.06216667,112.3518,683.1108
FDF57,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.102999154,169.9448,170.4448
NCV54,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.057969482,119.3124,474.0496
FDR10,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,17.6,0.016804724,163.4552,649.8208
FDC34,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.302478871,155.4972,311.5944
FDY08,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,9.395,0.286344848,139.1838,280.9676
FDK20,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.072762086,120.9072,122.5072
FDS26,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,20.35,0.149753132,259.7594,784.9782
DRD25,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,6.135,0.132183029,115.086,452.744
NCT29,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.112249603,123.3414,243.6828
FDE22,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,9.695,0.049498821,158.792,319.584
FDY26,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,20.6,0.051068365,213.0244,423.4488
FDF56,reg,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,16.7,0.199955274,182.3976,724.3904
FDJ48,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,11.3,0.094460314,245.3118,247.0118
FDU24,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.245407386,92.812,93.212
FDC52,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.014497036,150.8708,150.4708
FDB45,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.037345714,106.5306,104.5306
